cell_id,cell_type
1,b-cells
2,b-cells
3,b-cells
4,b-cells
5,b-cells
6,b-cells
7,b-cells
8,b-cells
9,b-cells
10,b-cells
11,b-cells
12,b-cells
13,b-cells
14,b-cells
15,b-cells
16,b-cells
17,b-cells
18,b-cells
19,b-cells
20,b-cells
21,b-cells
22,b-cells
23,b-cells
24,b-cells
25,b-cells
26,b-cells
27,b-cells
28,b-cells
29,b-cells
30,b-cells
31,b-cells
32,b-cells
33,b-cells
34,b-cells
35,b-cells
36,b-cells
37,b-cells
38,b-cells
39,b-cells
40,b-cells
41,b-cells
42,b-cells
43,b-cells
44,b-cells
45,b-cells
46,b-cells
47,b-cells
48,b-cells
49,b-cells
50,b-cells
51,b-cells
52,b-cells
53,b-cells
54,b-cells
55,b-cells
56,b-cells
57,b-cells
58,b-cells
59,b-cells
60,b-cells
61,b-cells
62,b-cells
63,b-cells
64,b-cells
65,b-cells
66,b-cells
67,b-cells
68,b-cells
69,b-cells
70,b-cells
71,b-cells
72,b-cells
73,b-cells
74,b-cells
75,b-cells
76,b-cells
77,b-cells
78,b-cells
79,b-cells
80,b-cells
81,b-cells
82,b-cells
83,b-cells
84,b-cells
85,b-cells
86,b-cells
87,b-cells
88,b-cells
89,b-cells
90,b-cells
91,b-cells
92,b-cells
93,b-cells
94,b-cells
95,b-cells
96,b-cells
97,b-cells
98,b-cells
99,b-cells
100,b-cells
101,b-cells
102,b-cells
103,b-cells
104,b-cells
105,b-cells
106,b-cells
107,b-cells
108,b-cells
109,b-cells
110,b-cells
111,b-cells
112,b-cells
113,b-cells
114,b-cells
115,b-cells
116,b-cells
117,b-cells
118,b-cells
119,b-cells
120,b-cells
121,b-cells
122,b-cells
123,b-cells
124,b-cells
125,b-cells
126,b-cells
127,b-cells
128,b-cells
129,b-cells
130,b-cells
131,b-cells
132,b-cells
133,b-cells
134,b-cells
135,b-cells
136,b-cells
137,b-cells
138,b-cells
139,b-cells
140,b-cells
141,b-cells
142,b-cells
143,b-cells
144,b-cells
145,b-cells
146,b-cells
147,b-cells
148,b-cells
149,b-cells
150,b-cells
151,b-cells
152,b-cells
153,b-cells
154,b-cells
155,b-cells
156,b-cells
157,b-cells
158,b-cells
159,b-cells
160,b-cells
161,b-cells
162,b-cells
163,b-cells
164,b-cells
165,b-cells
166,b-cells
167,b-cells
168,b-cells
169,b-cells
170,b-cells
171,b-cells
172,b-cells
173,b-cells
174,b-cells
175,b-cells
176,b-cells
177,b-cells
178,b-cells
179,b-cells
180,b-cells
181,b-cells
182,b-cells
183,b-cells
184,b-cells
185,b-cells
186,b-cells
187,b-cells
188,b-cells
189,b-cells
190,b-cells
191,b-cells
192,b-cells
193,b-cells
194,b-cells
195,b-cells
196,b-cells
197,b-cells
198,b-cells
199,b-cells
200,b-cells
201,b-cells
202,b-cells
203,b-cells
204,b-cells
