cell_id,cell_type
1,b-cells
2,b-cells
3,b-cells
4,b-cells
5,b-cells
6,b-cells
7,b-cells
8,b-cells
9,b-cells
10,b-cells
11,b-cells
12,b-cells
13,b-cells
14,b-cells
15,b-cells
16,b-cells
17,b-cells
18,b-cells
19,b-cells
20,b-cells
21,b-cells
22,b-cells
23,b-cells
24,b-cells
25,b-cells
26,b-cells
27,b-cells
28,b-cells
29,b-cells
30,b-cells
31,b-cells
32,b-cells
33,b-cells
34,b-cells
35,b-cells
36,b-cells
37,b-cells
38,b-cells
39,b-cells
40,b-cells
41,b-cells
42,b-cells
43,b-cells
44,b-cells
45,b-cells
46,b-cells
47,b-cells
48,b-cells
49,b-cells
50,b-cells
51,b-cells
52,b-cells
53,b-cells
54,b-cells
55,b-cells
56,b-cells
57,b-cells
58,b-cells
59,b-cells
60,b-cells
61,b-cells
62,b-cells
63,b-cells
64,b-cells
65,b-cells
66,b-cells
67,b-cells
68,b-cells
69,b-cells
70,b-cells
71,b-cells
72,b-cells
73,b-cells
74,b-cells
75,b-cells
76,b-cells
77,b-cells
78,b-cells
79,b-cells
80,b-cells
81,b-cells
82,b-cells
83,b-cells
84,b-cells
85,b-cells
86,b-cells
87,b-cells
88,b-cells
89,b-cells
90,b-cells
91,b-cells
92,b-cells
93,b-cells
94,b-cells
95,b-cells
96,b-cells
97,b-cells
98,cd14-monocytes
99,cd14-monocytes
100,cd14-monocytes
101,cd14-monocytes
102,cd14-monocytes
103,cd14-monocytes
104,cd14-monocytes
105,cd14-monocytes
106,cd14-monocytes
107,cd14-monocytes
108,cd14-monocytes
109,cd14-monocytes
110,cd14-monocytes
111,cd14-monocytes
112,cd14-monocytes
113,cd14-monocytes
114,cd14-monocytes
115,cd14-monocytes
116,cd14-monocytes
117,cd14-monocytes
118,cd14-monocytes
119,cd14-monocytes
120,cd14-monocytes
121,cd14-monocytes
122,cd14-monocytes
123,cd14-monocytes
124,cd14-monocytes
125,cd14-monocytes
126,cd14-monocytes
127,cd14-monocytes
128,cd14-monocytes
129,cd14-monocytes
130,cd14-monocytes
131,cd14-monocytes
132,cd14-monocytes
133,cd14-monocytes
134,cd14-monocytes
135,cd14-monocytes
136,cd14-monocytes
137,cd14-monocytes
138,cd14-monocytes
139,cd14-monocytes
140,cd14-monocytes
141,cd14-monocytes
142,cd14-monocytes
143,cd14-monocytes
144,cd14-monocytes
145,cd14-monocytes
146,cd14-monocytes
147,cd14-monocytes
148,cd14-monocytes
149,cd14-monocytes
150,cd14-monocytes
151,cd14-monocytes
152,cd14-monocytes
153,cd14-monocytes
154,cd14-monocytes
155,cd14-monocytes
156,cd14-monocytes
157,cd14-monocytes
158,cd14-monocytes
159,cd14-monocytes
160,cd14-monocytes
161,cd14-monocytes
162,cd14-monocytes
163,cd14-monocytes
164,cd14-monocytes
165,cd14-monocytes
