cell_id,cell_type
1,Kidney.10X_P4_5_kidney.cell.6
2,Kidney.10X_P4_5_kidney.cell.6
3,Kidney.10X_P4_5_kidney.cell.6
4,Kidney.10X_P4_5_kidney.cell.6
5,Kidney.10X_P4_5_kidney.cell.6
6,Kidney.10X_P4_5_kidney.cell.6
7,Kidney.10X_P4_5_kidney.cell.6
8,Kidney.10X_P4_5_kidney.cell.6
9,Kidney.10X_P4_5_kidney.cell.6
10,Kidney.10X_P4_5_kidney.cell.6
11,Kidney.10X_P4_5_kidney.cell.6
12,Kidney.10X_P4_5_kidney.cell.6
13,Kidney.10X_P4_5_kidney.cell.6
14,Kidney.10X_P4_5_kidney.cell.6
15,Kidney.10X_P4_5_kidney.cell.6
16,Kidney.10X_P4_5_kidney.cell.6
17,Kidney.10X_P4_5_kidney.cell.6
18,Kidney.10X_P4_5_kidney.cell.6
19,Kidney.10X_P4_5_kidney.cell.6
20,Kidney.10X_P4_5_kidney.cell.6
21,Kidney.10X_P4_5_kidney.cell.6
22,Kidney.10X_P4_5_kidney.cell.6
23,Kidney.10X_P4_5_kidney.cell.6
24,Kidney.10X_P4_5_kidney.cell.6
25,Kidney.10X_P4_5_kidney.cell.6
26,Kidney.10X_P4_5_kidney.cell.6
27,Kidney.10X_P4_5_kidney.cell.6
28,Kidney.10X_P4_5_kidney.cell.6
29,Kidney.10X_P4_5_kidney.cell.6
30,Kidney.10X_P4_5_kidney.cell.6
31,Kidney.10X_P4_5_kidney.cell.6
32,Kidney.10X_P4_5_kidney.cell.6
33,Kidney.10X_P4_5_kidney.cell.6
34,Kidney.10X_P4_5_kidney.cell.6
35,Kidney.10X_P4_5_kidney.cell.6
36,Kidney.10X_P4_5_kidney.cell.6
37,Kidney.10X_P4_5_kidney.cell.6
38,Kidney.10X_P4_5_kidney.cell.6
39,Kidney.10X_P4_5_kidney.cell.6
40,Kidney.10X_P4_5_kidney.cell.6
41,Kidney.10X_P4_5_kidney.cell.6
42,Kidney.10X_P4_5_kidney.cell.6
43,Kidney.10X_P4_5_kidney.cell.6
44,Kidney.10X_P4_5_kidney.cell.6
45,Kidney.10X_P4_5_kidney.cell.6
46,Kidney.10X_P4_5_kidney.cell.6
47,Kidney.10X_P4_5_kidney.cell.6
48,Kidney.10X_P4_5_kidney.cell.6
49,Kidney.10X_P4_5_kidney.cell.6
50,Kidney.10X_P4_5_kidney.cell.6
51,Kidney.10X_P4_5_kidney.cell.6
52,Kidney.10X_P4_5_kidney.cell.6
53,Kidney.10X_P4_5_kidney.cell.6
54,Kidney.10X_P4_5_kidney.cell.6
