cell_id,cell_type
1,Bladder.10X_P4_3_bladder.cell.26
2,Bladder.10X_P4_3_bladder.cell.26
3,Bladder.10X_P4_3_bladder.cell.26
4,Bladder.10X_P4_3_bladder.cell.26
5,Bladder.10X_P4_3_bladder.cell.26
6,Bladder.10X_P4_3_bladder.cell.26
7,Bladder.10X_P4_3_bladder.cell.26
8,Bladder.10X_P4_3_bladder.cell.26
9,Bladder.10X_P4_3_bladder.cell.26
10,Bladder.10X_P4_3_bladder.cell.26
11,Bladder.10X_P4_3_bladder.cell.26
12,Bladder.10X_P4_3_bladder.cell.26
13,Bladder.10X_P4_3_bladder.cell.26
14,Bladder.10X_P4_3_bladder.cell.26
15,Bladder.10X_P4_3_bladder.cell.26
16,Bladder.10X_P4_3_bladder.cell.26
17,Bladder.10X_P4_3_bladder.cell.26
18,Bladder.10X_P4_3_bladder.cell.26
19,Bladder.10X_P4_3_bladder.cell.26
20,Bladder.10X_P4_3_bladder.cell.26
21,Bladder.10X_P4_3_bladder.cell.26
22,Bladder.10X_P4_3_bladder.cell.26
23,Bladder.10X_P4_3_bladder.cell.26
24,Bladder.10X_P4_3_bladder.cell.26
25,Bladder.10X_P4_3_bladder.cell.26
26,Bladder.10X_P4_3_bladder.cell.26
27,Bladder.10X_P4_3_bladder.cell.26
28,Bladder.10X_P4_3_bladder.cell.26
29,Bladder.10X_P4_3_bladder.cell.26
30,Bladder.10X_P4_3_bladder.cell.26
31,Bladder.10X_P4_3_bladder.cell.26
32,Bladder.10X_P4_3_bladder.cell.26
33,Bladder.10X_P4_3_bladder.cell.26
34,Bladder.10X_P4_3_bladder.cell.26
35,Bladder.10X_P4_3_bladder.cell.26
36,Bladder.10X_P4_3_bladder.cell.26
37,Bladder.10X_P4_3_bladder.cell.26
38,Bladder.10X_P4_3_bladder.cell.26
39,Bladder.10X_P4_3_bladder.cell.26
40,Bladder.10X_P4_3_bladder.cell.26
41,Bladder.10X_P4_3_bladder.cell.26
42,Bladder.10X_P4_3_bladder.cell.26
43,Bladder.10X_P4_3_bladder.cell.26
44,Bladder.10X_P4_3_bladder.cell.26
45,Bladder.10X_P4_3_bladder.cell.26
46,Bladder.10X_P4_3_bladder.cell.26
47,Bladder.10X_P4_3_bladder.cell.26
48,Bladder.10X_P4_3_bladder.cell.26
49,Bladder.10X_P4_3_bladder.cell.26
50,Bladder.10X_P4_3_bladder.cell.26
51,Bladder.10X_P4_3_bladder.cell.26
52,Bladder.10X_P4_3_bladder.cell.26
53,Bladder.10X_P4_3_bladder.cell.26
54,Bladder.10X_P4_3_bladder.cell.26
55,Bladder.10X_P4_3_bladder.cell.26
56,Bladder.10X_P4_3_bladder.cell.26
57,Bladder.10X_P4_3_bladder.cell.26
58,Bladder.10X_P4_3_bladder.cell.26
59,Bladder.10X_P4_3_bladder.cell.26
60,Bladder.10X_P4_3_bladder.cell.26
61,Bladder.10X_P4_3_bladder.cell.26
62,Bladder.10X_P4_3_bladder.cell.26
63,Bladder.10X_P4_3_bladder.cell.26
64,Bladder.10X_P4_3_bladder.cell.26
65,Bladder.10X_P4_3_bladder.cell.26
66,Bladder.10X_P4_3_bladder.cell.26
