cell_id,cell_type
1,Heart_and_Aorta.10X_P7_4_fibroblast.187
2,Heart_and_Aorta.10X_P7_4_fibroblast.187
3,Heart_and_Aorta.10X_P7_4_fibroblast.187
4,Heart_and_Aorta.10X_P7_4_fibroblast.187
5,Heart_and_Aorta.10X_P7_4_fibroblast.187
6,Heart_and_Aorta.10X_P7_4_fibroblast.187
7,Heart_and_Aorta.10X_P7_4_fibroblast.187
8,Heart_and_Aorta.10X_P7_4_fibroblast.187
9,Heart_and_Aorta.10X_P7_4_fibroblast.187
10,Heart_and_Aorta.10X_P7_4_fibroblast.187
11,Heart_and_Aorta.10X_P7_4_fibroblast.187
12,Heart_and_Aorta.10X_P7_4_fibroblast.187
13,Heart_and_Aorta.10X_P7_4_fibroblast.187
14,Heart_and_Aorta.10X_P7_4_fibroblast.187
15,Heart_and_Aorta.10X_P7_4_fibroblast.187
16,Heart_and_Aorta.10X_P7_4_fibroblast.187
17,Heart_and_Aorta.10X_P7_4_fibroblast.187
18,Heart_and_Aorta.10X_P7_4_fibroblast.187
19,Heart_and_Aorta.10X_P7_4_fibroblast.187
20,Heart_and_Aorta.10X_P7_4_fibroblast.187
21,Heart_and_Aorta.10X_P7_4_fibroblast.187
22,Heart_and_Aorta.10X_P7_4_fibroblast.187
23,Heart_and_Aorta.10X_P7_4_fibroblast.187
24,Heart_and_Aorta.10X_P7_4_fibroblast.187
25,Heart_and_Aorta.10X_P7_4_fibroblast.187
26,Heart_and_Aorta.10X_P7_4_fibroblast.187
27,Heart_and_Aorta.10X_P7_4_fibroblast.187
28,Heart_and_Aorta.10X_P7_4_fibroblast.187
29,Heart_and_Aorta.10X_P7_4_fibroblast.187
30,Heart_and_Aorta.10X_P7_4_fibroblast.187
31,Heart_and_Aorta.10X_P7_4_fibroblast.187
32,Heart_and_Aorta.10X_P7_4_fibroblast.187
33,Heart_and_Aorta.10X_P7_4_fibroblast.187
34,Heart_and_Aorta.10X_P7_4_fibroblast.187
35,Heart_and_Aorta.10X_P7_4_fibroblast.187
36,Heart_and_Aorta.10X_P7_4_fibroblast.187
37,Heart_and_Aorta.10X_P7_4_fibroblast.187
38,Heart_and_Aorta.10X_P7_4_fibroblast.187
39,Heart_and_Aorta.10X_P7_4_fibroblast.187
40,Heart_and_Aorta.10X_P7_4_fibroblast.187
41,Heart_and_Aorta.10X_P7_4_fibroblast.187
42,Heart_and_Aorta.10X_P7_4_fibroblast.187
43,Heart_and_Aorta.10X_P7_4_fibroblast.187
44,Heart_and_Aorta.10X_P7_4_fibroblast.187
45,Heart_and_Aorta.10X_P7_4_fibroblast.187
46,Heart_and_Aorta.10X_P7_4_fibroblast.187
47,Heart_and_Aorta.10X_P7_4_fibroblast.187
48,Heart_and_Aorta.10X_P7_4_fibroblast.187
49,Heart_and_Aorta.10X_P7_4_fibroblast.187
50,Heart_and_Aorta.10X_P7_4_fibroblast.187
51,Heart_and_Aorta.10X_P7_4_fibroblast.187
52,Heart_and_Aorta.10X_P7_4_fibroblast.187
53,Heart_and_Aorta.10X_P7_4_fibroblast.187
54,Heart_and_Aorta.10X_P7_4_fibroblast.187
55,Heart_and_Aorta.10X_P7_4_fibroblast.187
56,Heart_and_Aorta.10X_P7_4_fibroblast.187
57,Heart_and_Aorta.10X_P7_4_fibroblast.187
58,Heart_and_Aorta.10X_P7_4_fibroblast.187
59,Heart_and_Aorta.10X_P7_4_fibroblast.187
60,Heart_and_Aorta.10X_P7_4_fibroblast.187
61,Heart_and_Aorta.10X_P7_4_fibroblast.187
62,Heart_and_Aorta.10X_P7_4_fibroblast.187
63,Heart_and_Aorta.10X_P7_4_fibroblast.187
64,Heart_and_Aorta.10X_P7_4_fibroblast.187
65,Heart_and_Aorta.10X_P7_4_fibroblast.187
66,Heart_and_Aorta.10X_P7_4_fibroblast.187
67,Heart_and_Aorta.10X_P7_4_fibroblast.187
68,Heart_and_Aorta.10X_P7_4_fibroblast.187
69,Heart_and_Aorta.10X_P7_4_fibroblast.187
70,Heart_and_Aorta.10X_P7_4_fibroblast.187
71,Heart_and_Aorta.10X_P7_4_fibroblast.187
72,Heart_and_Aorta.10X_P7_4_fibroblast.187
73,Heart_and_Aorta.10X_P7_4_fibroblast.187
74,Heart_and_Aorta.10X_P7_4_fibroblast.187
75,Heart_and_Aorta.10X_P7_4_fibroblast.187
76,Heart_and_Aorta.10X_P7_4_fibroblast.187
77,Heart_and_Aorta.10X_P7_4_fibroblast.187
78,Heart_and_Aorta.10X_P7_4_fibroblast.187
79,Heart_and_Aorta.10X_P7_4_fibroblast.187
80,Heart_and_Aorta.10X_P7_4_fibroblast.187
81,Heart_and_Aorta.10X_P7_4_fibroblast.187
82,Heart_and_Aorta.10X_P7_4_fibroblast.187
83,Heart_and_Aorta.10X_P7_4_fibroblast.187
84,Heart_and_Aorta.10X_P7_4_fibroblast.187
85,Heart_and_Aorta.10X_P7_4_fibroblast.187
86,Heart_and_Aorta.10X_P7_4_fibroblast.187
87,Heart_and_Aorta.10X_P7_4_fibroblast.187
88,Heart_and_Aorta.10X_P7_4_fibroblast.187
89,Heart_and_Aorta.10X_P7_4_fibroblast.187
90,Heart_and_Aorta.10X_P7_4_fibroblast.187
91,Heart_and_Aorta.10X_P7_4_fibroblast.187
92,Heart_and_Aorta.10X_P7_4_fibroblast.187
93,Heart_and_Aorta.10X_P7_4_fibroblast.187
94,Heart_and_Aorta.10X_P7_4_fibroblast.187
95,Heart_and_Aorta.10X_P7_4_fibroblast.187
96,Heart_and_Aorta.10X_P7_4_fibroblast.187
97,Heart_and_Aorta.10X_P7_4_fibroblast.187
98,Heart_and_Aorta.10X_P7_4_fibroblast.187
99,Heart_and_Aorta.10X_P7_4_fibroblast.187
100,Heart_and_Aorta.10X_P7_4_fibroblast.187
101,Heart_and_Aorta.10X_P7_4_fibroblast.187
102,Heart_and_Aorta.10X_P7_4_fibroblast.187
103,Heart_and_Aorta.10X_P7_4_fibroblast.187
104,Heart_and_Aorta.10X_P7_4_fibroblast.187
105,Heart_and_Aorta.10X_P7_4_fibroblast.187
106,Heart_and_Aorta.10X_P7_4_fibroblast.187
107,Heart_and_Aorta.10X_P7_4_fibroblast.187
108,Heart_and_Aorta.10X_P7_4_fibroblast.187
109,Heart_and_Aorta.10X_P7_4_fibroblast.187
110,Heart_and_Aorta.10X_P7_4_fibroblast.187
111,Heart_and_Aorta.10X_P7_4_fibroblast.187
112,Heart_and_Aorta.10X_P7_4_fibroblast.187
113,Heart_and_Aorta.10X_P7_4_fibroblast.187
114,Heart_and_Aorta.10X_P7_4_fibroblast.187
115,Heart_and_Aorta.10X_P7_4_fibroblast.187
116,Heart_and_Aorta.10X_P7_4_fibroblast.187
117,Heart_and_Aorta.10X_P7_4_fibroblast.187
118,Heart_and_Aorta.10X_P7_4_fibroblast.187
119,Heart_and_Aorta.10X_P7_4_fibroblast.187
120,Heart_and_Aorta.10X_P7_4_fibroblast.187
121,Heart_and_Aorta.10X_P7_4_fibroblast.187
122,Heart_and_Aorta.10X_P7_4_fibroblast.187
123,Heart_and_Aorta.10X_P7_4_fibroblast.187
124,Heart_and_Aorta.10X_P7_4_fibroblast.187
125,Heart_and_Aorta.10X_P7_4_fibroblast.187
126,Heart_and_Aorta.10X_P7_4_fibroblast.187
127,Heart_and_Aorta.10X_P7_4_fibroblast.187
128,Heart_and_Aorta.10X_P7_4_fibroblast.187
129,Heart_and_Aorta.10X_P7_4_fibroblast.187
130,Heart_and_Aorta.10X_P7_4_fibroblast.187
131,Heart_and_Aorta.10X_P7_4_fibroblast.187
132,Heart_and_Aorta.10X_P7_4_fibroblast.187
133,Heart_and_Aorta.10X_P7_4_fibroblast.187
134,Heart_and_Aorta.10X_P7_4_fibroblast.187
135,Heart_and_Aorta.10X_P7_4_fibroblast.187
136,Heart_and_Aorta.10X_P7_4_fibroblast.187
137,Heart_and_Aorta.10X_P7_4_fibroblast.187
138,Heart_and_Aorta.10X_P7_4_fibroblast.187
139,Heart_and_Aorta.10X_P7_4_fibroblast.187
140,Heart_and_Aorta.10X_P7_4_fibroblast.187
141,Heart_and_Aorta.10X_P7_4_fibroblast.187
142,Heart_and_Aorta.10X_P7_4_fibroblast.187
143,Heart_and_Aorta.10X_P7_4_fibroblast.187
144,Heart_and_Aorta.10X_P7_4_fibroblast.187
145,Heart_and_Aorta.10X_P7_4_fibroblast.187
146,Heart_and_Aorta.10X_P7_4_fibroblast.187
147,Heart_and_Aorta.10X_P7_4_fibroblast.187
148,Heart_and_Aorta.10X_P7_4_fibroblast.187
149,Heart_and_Aorta.10X_P7_4_fibroblast.187
150,Heart_and_Aorta.10X_P7_4_fibroblast.187
151,Heart_and_Aorta.10X_P7_4_fibroblast.187
152,Heart_and_Aorta.10X_P7_4_fibroblast.187
153,Heart_and_Aorta.10X_P7_4_fibroblast.187
154,Heart_and_Aorta.10X_P7_4_fibroblast.187
155,Heart_and_Aorta.10X_P7_4_fibroblast.187
156,Heart_and_Aorta.10X_P7_4_fibroblast.187
157,Heart_and_Aorta.10X_P7_4_fibroblast.187
158,Heart_and_Aorta.10X_P7_4_fibroblast.187
159,Heart_and_Aorta.10X_P7_4_fibroblast.187
160,Heart_and_Aorta.10X_P7_4_fibroblast.187
161,Heart_and_Aorta.10X_P7_4_fibroblast.187
162,Heart_and_Aorta.10X_P7_4_fibroblast.187
163,Heart_and_Aorta.10X_P7_4_fibroblast.187
164,Heart_and_Aorta.10X_P7_4_fibroblast.187
165,Heart_and_Aorta.10X_P7_4_fibroblast.187
166,Heart_and_Aorta.10X_P7_4_fibroblast.187
167,Heart_and_Aorta.10X_P7_4_fibroblast.187
168,Heart_and_Aorta.10X_P7_4_fibroblast.187
169,Heart_and_Aorta.10X_P7_4_fibroblast.187
170,Heart_and_Aorta.10X_P7_4_fibroblast.187
171,Heart_and_Aorta.10X_P7_4_fibroblast.187
172,Heart_and_Aorta.10X_P7_4_fibroblast.187
173,Heart_and_Aorta.10X_P7_4_fibroblast.187
174,Heart_and_Aorta.10X_P7_4_fibroblast.187
175,Heart_and_Aorta.10X_P7_4_fibroblast.187
176,Heart_and_Aorta.10X_P7_4_fibroblast.187
177,Heart_and_Aorta.10X_P7_4_fibroblast.187
178,Heart_and_Aorta.10X_P7_4_fibroblast.187
179,Heart_and_Aorta.10X_P7_4_fibroblast.187
180,Heart_and_Aorta.10X_P7_4_fibroblast.187
181,Heart_and_Aorta.10X_P7_4_fibroblast.187
182,Heart_and_Aorta.10X_P7_4_fibroblast.187
183,Heart_and_Aorta.10X_P7_4_fibroblast.187
184,Heart_and_Aorta.10X_P7_4_fibroblast.187
185,Heart_and_Aorta.10X_P7_4_fibroblast.187
186,Heart_and_Aorta.10X_P7_4_fibroblast.187
187,Heart_and_Aorta.10X_P7_4_fibroblast.187
188,Heart_and_Aorta.10X_P7_4_fibroblast.187
189,Heart_and_Aorta.10X_P7_4_fibroblast.187
190,Heart_and_Aorta.10X_P7_4_fibroblast.187
191,Heart_and_Aorta.10X_P7_4_fibroblast.187
192,Heart_and_Aorta.10X_P7_4_fibroblast.187
193,Heart_and_Aorta.10X_P7_4_fibroblast.187
194,Heart_and_Aorta.10X_P7_4_fibroblast.187
195,Heart_and_Aorta.10X_P7_4_fibroblast.187
196,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
197,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
198,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
199,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
200,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
201,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
202,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
203,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
204,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
205,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
206,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
207,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
208,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
209,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
210,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
211,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
212,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
213,Kidney.10X_P4_5_kidney.proximal.straight.tubule.epithelial.cell.235
