cell_id,cell_type
1,Trm_Th1.Th17.
2,Tnaive.CM_CD4.
3,Tnaive.CM_CD4.
4,Tem.emra_CD8.
5,Tgd_CRTAM..
6,Tnaive.CM_CD4.
7,Trm_Th1.Th17.
8,Tregs.
9,Tem.emra_CD8.
10,Tnaive.CM_CD4.
11,Tgd_CRTAM..
12,Tnaive.CM_CD8.
13,Tnaive.CM_CD8.
14,Tnaive.CM_CD4.
15,Teffector.EM_CD4.
16,Trm_Th1.Th17.
17,Tnaive.CM_CD8.
18,Trm_Th1.Th17.
19,Tfh.
20,Tregs.
21,Teffector.EM_CD4.
22,Tem.emra_CD8.
23,Tnaive.CM_CD4.
24,Trm_Th1.Th17.
25,Tnaive.CM_CD4.
26,Tregs.
27,Tregs.
28,Tnaive.CM_CD4.
29,Trm_Th1.Th17.
30,Trm_Th1.Th17.
31,Tnaive.CM_CD4.
32,Tregs.
33,Tem.emra_CD8.
34,Tnaive.CM_CD4.
35,Tfh.
36,Tnaive.CM_CD4.
37,Tfh.
38,Tnaive.CM_CD8.
39,Trm_Th1.Th17.
40,Tem.emra_CD8.
41,Tfh.
42,Tfh.
43,Tfh.
44,Tnaive.CM_CD4.
45,Tnaive.CM_CD4.
46,Trm_Th1.Th17.
47,Tnaive.CM_CD4.
48,Tnaive.CM_CD4.
49,Tregs.
50,MAIT.
51,Tnaive.CM_CD8.
52,Trm_Th1.Th17.
53,Tregs.
54,Trm_Th1.Th17.
55,Tfh.
56,Tnaive.CM_CD4.
57,Tnaive.CM_CD4.
58,Tregs.
59,Tnaive.CM_CD4.
60,Trm.em_CD8.
61,Trm_Th1.Th17.
62,Trm_Th1.Th17.
63,MAIT.
64,Tnaive.CM_CD4.
65,Tnaive.CM_CD4.
66,Tnaive.CM_CD8.
67,Tem.emra_CD8.
68,Tfh.
69,Teffector.EM_CD4.
70,Tnaive.CM_CD8.
71,Tnaive.CM_CD4.
72,Trm_Th1.Th17.
73,Tnaive.CM_CD8.
74,Trm_Th1.Th17.
75,Tfh.
76,Tem.emra_CD8.
77,Trm_Th1.Th17.
78,Tnaive.CM_CD8.
79,Tnaive.CM_CD4.
80,Tnaive.CM_CD4.
81,Tnaive.CM_CD8.
82,Tem.emra_CD8.
83,Tnaive.CM_CD4.
84,Trm_Th1.Th17.
85,Tfh.
86,Tregs.
87,Tnaive.CM_CD4.
88,Tnaive.CM_CD4.
89,MAIT.
90,Tfh.
91,Tgd_CRTAM..
92,Trm_Th1.Th17.
93,Trm_Th1.Th17.
94,Tem.emra_CD8.
95,Tnaive.CM_CD8.
96,Tnaive.CM_CD4.
97,Trm_Th1.Th17.
98,Trm_Th1.Th17.
99,Tem.emra_CD8.
100,Tnaive.CM_CD4.
101,Tfh.
102,Tfh.
103,Tfh.
104,Tem.emra_CD8.
105,Tem.emra_CD8.
106,Trm_gut_CD8.
107,Tnaive.CM_CD8.
108,Tnaive.CM_CD8.
109,Tregs.
110,Tfh.
111,Tnaive.CM_CD8.
112,Tregs.
113,Tnaive.CM_CD8.
114,Tnaive.CM_CD8.
115,Trm_Th1.Th17.
116,Tfh.
117,Trm_Th1.Th17.
