cell_id,cell_type
1,Teffector.EM_CD4.
2,Trm.em_CD8.
3,Tregs.
4,Tnaive.CM_CD4.
5,Tnaive.CM_CD4.
6,Tgd_CRTAM..
7,Tnaive.CM_CD8.
8,Trm.em_CD8.
9,T_CD4.CD8.
10,Tnaive.CM_CD8.
11,Tem.emra_CD8.
12,Tnaive.CM_CD4.
13,Tregs.
14,Tgd_CRTAM..
15,Tnaive.CM_CD8.
16,Tnaive.CM_CD4.
17,Tnaive.CM_CD8.
18,Tnaive.CM_CD8.
19,Trm_Th1.Th17.
20,Tregs.
21,Tregs.
22,MAIT.
23,Tnaive.CM_CD8.
24,Tnaive.CM_CD4.
25,Teffector.EM_CD4.
26,Tnaive.CM_CD4.
27,Tregs.
28,Tfh.
29,Teffector.EM_CD4.
30,Trm.em_CD8.
31,Tfh.
32,Tnaive.CM_CD8.
33,Tregs.
34,Tem.emra_CD8.
35,Tnaive.CM_CD4.
36,Tnaive.CM_CD4.
37,Tregs.
38,Teffector.EM_CD4.
39,Trm.em_CD8.
40,Tfh.
41,Trm.em_CD8.
42,Tnaive.CM_CD8.
43,Tem.emra_CD8.
44,Tnaive.CM_CD4.
45,Tfh.
46,Trm.em_CD8.
47,Tnaive.CM_CD8.
48,Trm_gut_CD8.
49,Tnaive.CM_CD8.
50,Tregs.
51,Tfh.
52,Tnaive.CM_CD4.
53,Tnaive.CM_CD4.
54,Tnaive.CM_CD8.
55,Tnaive.CM_CD4.
56,Tnaive.CM_CD8.
57,Trm_gut_CD8.
58,Tnaive.CM_CD4.
59,Tnaive.CM_CD8.
60,MAIT.
61,Tnaive.CM_CD4.
62,Tnaive.CM_CD4.
63,Tnaive.CM_CD8.
64,Tregs.
65,Tnaive.CM_CD4.
66,Tfh.
67,Teffector.EM_CD4.
68,Tnaive.CM_CD4.
69,Tnaive.CM_CD4.
70,Trm.em_CD8.
71,Tem.emra_CD8.
72,Tregs.
73,Tem.emra_CD8.
74,Tfh.
75,Tfh.
76,Tnaive.CM_CD4.
77,Tnaive.CM_CD4.
78,Tregs.
79,Trm_Th1.Th17.
80,MAIT.
81,Trm_Th1.Th17.
82,Tnaive.CM_CD4.
83,Tnaive.CM_CD8.
84,Tfh.
85,Trm.em_CD8.
86,Tfh.
87,Tnaive.CM_CD8.
88,Tfh.
89,Tem.emra_CD8.
90,Tnaive.CM_CD8.
91,Tnaive.CM_CD4.
92,Tnaive.CM_CD4.
93,Trm_Th1.Th17.
94,Tnaive.CM_CD8.
95,Teffector.EM_CD4.
96,Tfh.
97,Tfh.
98,Tnaive.CM_CD4.
99,Tnaive.CM_CD4.
100,Tnaive.CM_CD4.
101,Tem.emra_CD8.
102,Trm_Th1.Th17.
103,Trm_gut_CD8.
104,Tregs.
105,Tnaive.CM_CD4.
106,Trm.em_CD8.
107,Cycling.T.NK.
108,Tregs.
109,Tregs.
110,Trm_Th1.Th17.
111,Teffector.EM_CD4.
112,Tfh.
