cell_id,cell_type
1,Tregs.
2,Trm_Th1.Th17.
3,Tfh.
4,Trm_Th1.Th17.
5,Tnaive.CM_CD4.
6,Tnaive.CM_CD8.
7,Tem.emra_CD8.
8,Tnaive.CM_CD4.
9,Tregs.
10,Tnaive.CM_CD4.
11,Tnaive.CM_CD4.
12,Tregs.
13,Tregs.
14,Tnaive.CM_CD8.
15,Tnaive.CM_CD8.
16,Trm_Th1.Th17.
17,Tnaive.CM_CD8.
18,Tregs.
19,Tem.emra_CD8.
20,Tfh.
21,Tnaive.CM_CD4.
22,Tnaive.CM_CD8.
23,MAIT.
24,Tnaive.CM_CD4.
25,Tnaive.CM_CD4.
26,Tnaive.CM_CD4.
27,Tnaive.CM_CD8.
28,Cycling.T.NK.
29,Trm_Th1.Th17.
30,Tem.emra_CD8.
31,Tnaive.CM_CD8.
32,Tnaive.CM_CD4.
33,Tnaive.CM_CD4.
34,Tnaive.CM_CD4.
35,Tnaive.CM_CD8.
36,Tregs.
37,Trm_Th1.Th17.
38,Tgd_CRTAM..
39,Tnaive.CM_CD8.
40,Tfh.
41,Trm_Th1.Th17.
42,Trm_Th1.Th17.
43,Tregs.
44,Tregs.
45,Tem.emra_CD8.
46,Trm_gut_CD8.
47,Tregs.
48,Tnaive.CM_CD8.
49,Trm.em_CD8.
50,Teffector.EM_CD4.
51,Tnaive.CM_CD4.
52,Trm.em_CD8.
53,Tnaive.CM_CD4.
54,Tem.emra_CD8.
55,Tregs.
56,Tregs.
57,Trm_Th1.Th17.
58,MAIT.
59,Tnaive.CM_CD4.
60,Tnaive.CM_CD8.
61,MAIT.
62,MAIT.
63,Trm_Th1.Th17.
64,Teffector.EM_CD4.
65,Tnaive.CM_CD8.
66,Tfh.
67,Tnaive.CM_CD8.
68,Tnaive.CM_CD4.
69,Tnaive.CM_CD8.
70,Tfh.
71,Trm_Th1.Th17.
72,Trm_Th1.Th17.
73,Tnaive.CM_CD4.
74,Tregs.
75,Tnaive.CM_CD4.
76,Tem.emra_CD8.
77,Tnaive.CM_CD8.
78,Tnaive.CM_CD4.
79,Tgd_CRTAM..
80,Tnaive.CM_CD4.
81,Tem.emra_CD8.
82,Tnaive.CM_CD8.
83,Tfh.
84,Tfh.
85,Trm_Th1.Th17.
86,Tnaive.CM_CD8.
87,Tnaive.CM_CD8.
88,Tregs.
89,Trm_Th1.Th17.
90,Tgd_CRTAM..
91,Tem.emra_CD8.
92,Tregs.
93,Tnaive.CM_CD4.
94,Trm_Th1.Th17.
95,Tnaive.CM_CD8.
96,Tnaive.CM_CD4.
97,Tfh.
98,Tnaive.CM_CD8.
99,Tnaive.CM_CD8.
100,Tregs.
101,Trm_Th1.Th17.
102,Trm_Th1.Th17.
103,Tnaive.CM_CD4.
104,Trm_Th1.Th17.
105,Trm_Th1.Th17.
106,Trm_Th1.Th17.
107,Tregs.
108,Tnaive.CM_CD4.
109,Tnaive.CM_CD4.
110,Tnaive.CM_CD4.
111,Tregs.
112,Trm_Th1.Th17.
113,Tregs.
114,Trm_Th1.Th17.
115,Tnaive.CM_CD4.
116,Trm_Th1.Th17.
117,Trm_Th1.Th17.
118,Tregs.
119,Tnaive.CM_CD4.
120,Tregs.
121,Tnaive.CM_CD8.
122,Tfh.
123,Trm_Th1.Th17.
124,Trm_Th1.Th17.
125,Tem.emra_CD8.
126,Tnaive.CM_CD8.
127,Tregs.
128,Tnaive.CM_CD4.
129,Tnaive.CM_CD8.
130,Trm_Th1.Th17.
131,Tfh.
132,Tem.emra_CD8.
133,Tem.emra_CD8.
134,Trm_Th1.Th17.
135,Tnaive.CM_CD4.
136,Tem.emra_CD8.
137,Tfh.
138,Tem.emra_CD8.
139,Tnaive.CM_CD8.
140,Trm_Th1.Th17.
141,Trm.em_CD8.
142,Trm_Th1.Th17.
143,Tem.emra_CD8.
144,Tnaive.CM_CD8.
145,Tnaive.CM_CD8.
146,Tfh.
147,Tnaive.CM_CD4.
148,Trm_Th1.Th17.
149,Tfh.
150,Tnaive.CM_CD8.
151,Tnaive.CM_CD8.
152,Tnaive.CM_CD8.
153,Tem.emra_CD8.
154,Tnaive.CM_CD4.
155,Tnaive.CM_CD8.
156,Tregs.
157,Tregs.
158,Tnaive.CM_CD4.
159,Tem.emra_CD8.
160,Tregs.
161,Tnaive.CM_CD8.
162,Tfh.
163,Teffector.EM_CD4.
164,Trm_Th1.Th17.
165,Trm_Th1.Th17.
166,Tnaive.CM_CD8.
167,Tnaive.CM_CD8.
168,Tfh.
169,Tnaive.CM_CD4.
170,Tnaive.CM_CD8.
171,Tnaive.CM_CD8.
172,Tnaive.CM_CD4.
173,Tnaive.CM_CD8.
174,T_CD4.CD8.
175,Tnaive.CM_CD8.
176,Tnaive.CM_CD8.
177,Trm_Th1.Th17.
178,Trm_Th1.Th17.
179,Tnaive.CM_CD4.
180,Tregs.
181,Cycling.T.NK.
182,Tem.emra_CD8.
183,Tfh.
184,Tregs.
185,Tnaive.CM_CD4.
186,Tnaive.CM_CD8.
187,Tfh.
188,Trm_Th1.Th17.
189,Tem.emra_CD8.
190,Trm_Th1.Th17.
191,Trm_Th1.Th17.
192,Trm_Th1.Th17.
193,Tem.emra_CD8.
194,Tregs.
195,Tregs.
196,Tem.emra_CD8.
197,Trm_Th1.Th17.
198,Tregs.
199,Tnaive.CM_CD8.
200,Tnaive.CM_CD8.
201,MAIT.
202,Tnaive.CM_CD8.
203,Tnaive.CM_CD4.
204,Tregs.
205,Tfh.
206,Tem.emra_CD8.
207,Tnaive.CM_CD4.
208,Trm_Th1.Th17.
209,Trm_Th1.Th17.
210,Tregs.
211,Trm_gut_CD8.
212,Tregs.
213,Trm_Th1.Th17.
214,Tnaive.CM_CD4.
215,Tnaive.CM_CD8.
216,Tnaive.CM_CD8.
217,Teffector.EM_CD4.
218,Tnaive.CM_CD8.
219,Tem.emra_CD8.
220,Teffector.EM_CD4.
221,Teffector.EM_CD4.
222,Tfh.
223,Tnaive.CM_CD8.
224,Tnaive.CM_CD4.
225,Tnaive.CM_CD8.
226,Trm_Th1.Th17.
227,Tnaive.CM_CD8.
228,Tem.emra_CD8.
229,Tem.emra_CD8.
230,Teffector.EM_CD4.
231,Tnaive.CM_CD8.
232,Tfh.
233,Tem.emra_CD8.
234,Tnaive.CM_CD8.
235,Tregs.
236,Teffector.EM_CD4.
237,Tnaive.CM_CD4.
238,Tnaive.CM_CD4.
239,Tnaive.CM_CD8.
240,Tregs.
241,Tnaive.CM_CD8.
242,Tnaive.CM_CD4.
243,Tregs.
244,Tnaive.CM_CD4.
245,Tfh.
246,Tnaive.CM_CD4.
247,Tem.emra_CD8.
248,Trm_Th1.Th17.
249,Trm_Th1.Th17.
250,Tnaive.CM_CD4.
251,Trm.em_CD8.
252,Trm_Th1.Th17.
253,MAIT.
254,Tnaive.CM_CD4.
255,Tfh.
256,Teffector.EM_CD4.
257,Teffector.EM_CD4.
258,Tnaive.CM_CD8.
259,Tnaive.CM_CD4.
260,Tregs.
261,Tnaive.CM_CD8.
262,Trm.em_CD8.
263,Tnaive.CM_CD4.
264,Trm_Th1.Th17.
265,MAIT.
266,Tnaive.CM_CD8.
267,Trm_Th1.Th17.
268,Tem.emra_CD8.
269,Trm_Th1.Th17.
270,Trm_Th1.Th17.
271,Tregs.
272,Tnaive.CM_CD8.
273,Trm_Th1.Th17.
274,Tnaive.CM_CD8.
275,Trm_Th1.Th17.
276,Tem.emra_CD8.
277,Trm_Th1.Th17.
278,Trm_Th1.Th17.
279,Tnaive.CM_CD4.
280,Tnaive.CM_CD8.
281,Tfh.
282,Tem.emra_CD8.
283,Tnaive.CM_CD4.
