cell_id,cell_type
1,Tfh.
2,Trm_gut_CD8.
3,MAIT.
4,MAIT.
5,Tnaive.CM_CD4.
6,Teffector.EM_CD4.
7,Teffector.EM_CD4.
8,Tnaive.CM_CD4.
9,Trm_Th1.Th17.
10,Tnaive.CM_CD4.
11,Tnaive.CM_CD8.
12,Teffector.EM_CD4.
13,Tregs.
14,Tnaive.CM_CD4.
15,Tnaive.CM_CD4.
16,Tnaive.CM_CD8.
17,Tnaive.CM_CD4.
18,Cycling.T.NK.
19,Trm_Th1.Th17.
20,Tnaive.CM_CD4.
21,Tregs.
22,Tregs.
23,Trm_Th1.Th17.
24,MAIT.
25,Tnaive.CM_CD8.
26,Trm.em_CD8.
27,Tem.emra_CD8.
28,Tnaive.CM_CD4.
29,Tnaive.CM_CD4.
30,Teffector.EM_CD4.
31,Trm_Th1.Th17.
32,Trm_Th1.Th17.
33,Trm_Th1.Th17.
34,Trm_Th1.Th17.
35,Tnaive.CM_CD4.
36,Tnaive.CM_CD4.
37,Tfh.
38,Trm.em_CD8.
39,Tnaive.CM_CD4.
40,Trm.em_CD8.
41,Tnaive.CM_CD8.
42,Tnaive.CM_CD8.
43,Trm.em_CD8.
44,Tregs.
45,Tnaive.CM_CD4.
46,Trm_gut_CD8.
47,Tnaive.CM_CD4.
48,Tnaive.CM_CD4.
49,Tfh.
50,Tnaive.CM_CD4.
51,Trm.em_CD8.
52,Tfh.
53,Tem.emra_CD8.
54,Tnaive.CM_CD4.
55,Tregs.
56,MAIT.
57,Tgd_CRTAM..
58,Trm_Th1.Th17.
59,Tnaive.CM_CD4.
60,Trm_Th1.Th17.
61,Tnaive.CM_CD4.
62,Trm.em_CD8.
63,Tnaive.CM_CD4.
64,Trm_gut_CD8.
65,Tfh.
66,Tgd_CRTAM..
67,Tregs.
68,Trm_gut_CD8.
69,Teffector.EM_CD4.
70,Tgd_CRTAM..
71,Trm_gut_CD8.
72,Tfh.
73,Tgd_CRTAM..
74,Tnaive.CM_CD8.
75,Tnaive.CM_CD4.
76,Tnaive.CM_CD4.
77,Tregs.
78,Tnaive.CM_CD8.
79,Tnaive.CM_CD8.
80,Trm_Th1.Th17.
81,Tnaive.CM_CD4.
82,MAIT.
83,Tregs.
84,Tregs.
85,Tnaive.CM_CD8.
86,Tregs.
87,Tregs.
88,Teffector.EM_CD4.
89,Tfh.
90,Tnaive.CM_CD4.
91,Tgd_CRTAM..
92,Teffector.EM_CD4.
93,Tnaive.CM_CD8.
94,Trm_Th1.Th17.
95,Trm.em_CD8.
96,Tnaive.CM_CD8.
97,Tfh.
98,Trm_Th1.Th17.
99,Trm_Th1.Th17.
100,Trm_gut_CD8.
101,Tfh.
102,Tnaive.CM_CD8.
103,Tgd_CRTAM..
104,Tnaive.CM_CD4.
105,Tregs.
106,Tnaive.CM_CD4.
107,Trm_Th1.Th17.
108,Teffector.EM_CD4.
109,Tnaive.CM_CD4.
110,Tnaive.CM_CD4.
111,Trm_Th1.Th17.
112,Tfh.
113,MAIT.
114,Tnaive.CM_CD4.
115,Tregs.
116,Tfh.
117,Tnaive.CM_CD4.
118,Teffector.EM_CD4.
119,Tem.emra_CD8.
120,Tregs.
121,Tnaive.CM_CD4.
122,Tnaive.CM_CD4.
123,Tnaive.CM_CD4.
124,Trm_Th1.Th17.
125,Tfh.
126,Tnaive.CM_CD4.
127,Teffector.EM_CD4.
128,MAIT.
129,Trm.em_CD8.
130,Tem.emra_CD8.
131,Teffector.EM_CD4.
132,Trm_gut_CD8.
133,Trm_gut_CD8.
134,Tregs.
135,Trm_gut_CD8.
136,Tnaive.CM_CD4.
137,Trm_gut_CD8.
