cell_id,cell_type
1,Tregs.
2,Tgd_CRTAM..
3,Tnaive.CM_CD8.
4,Tnaive.CM_CD4.
5,Trm.em_CD8.
6,Trm_Th1.Th17.
7,T_CD4.CD8.
8,Trm_Th1.Th17.
9,Tregs.
10,Tnaive.CM_CD8.
11,Tnaive.CM_CD4.
12,Tnaive.CM_CD4.
13,Tnaive.CM_CD4.
14,Teffector.EM_CD4.
15,Trm_gut_CD8.
16,Tnaive.CM_CD4.
17,Teffector.EM_CD4.
18,Tnaive.CM_CD4.
19,Trm_Th1.Th17.
20,Tfh.
21,Trm.em_CD8.
22,Trm_Th1.Th17.
23,Tnaive.CM_CD8.
24,Tnaive.CM_CD4.
25,Tfh.
26,Tfh.
27,Tnaive.CM_CD4.
28,Tnaive.CM_CD4.
29,Teffector.EM_CD4.
30,Trm_Th1.Th17.
31,Tnaive.CM_CD4.
32,Tfh.
33,Tregs.
34,Teffector.EM_CD4.
35,Tgd_CRTAM..
36,Tnaive.CM_CD8.
37,Tfh.
38,Tfh.
39,Tgd_CRTAM..
40,Tnaive.CM_CD4.
41,Tnaive.CM_CD4.
42,Tnaive.CM_CD4.
43,Tnaive.CM_CD8.
44,Tnaive.CM_CD4.
45,Tnaive.CM_CD8.
46,Tnaive.CM_CD4.
47,Tnaive.CM_CD8.
48,Trm_Th1.Th17.
49,Tnaive.CM_CD8.
50,Trm_gut_CD8.
51,Tfh.
52,Tregs.
53,Tnaive.CM_CD4.
54,Tregs.
55,Tfh.
56,Tfh.
57,Trm_gut_CD8.
58,Tnaive.CM_CD4.
59,Tnaive.CM_CD4.
60,Tfh.
61,Teffector.EM_CD4.
62,Tfh.
63,Tregs.
64,Tnaive.CM_CD8.
65,Trm_Th1.Th17.
66,Tnaive.CM_CD4.
67,Cycling.T.NK.
68,Tnaive.CM_CD4.
69,Trm_gut_CD8.
70,Tnaive.CM_CD8.
71,Tnaive.CM_CD8.
72,Tregs.
73,Tfh.
74,Trm_Th1.Th17.
75,Tfh.
76,Tfh.
77,Tnaive.CM_CD4.
78,Tregs.
79,Tfh.
80,Tnaive.CM_CD8.
81,Tnaive.CM_CD4.
82,Trm_Th1.Th17.
83,Teffector.EM_CD4.
84,Tem.emra_CD8.
85,Trm_Th1.Th17.
86,Tregs.
87,MAIT.
88,Tgd_CRTAM..
89,Tnaive.CM_CD4.
90,Tnaive.CM_CD4.
91,Tnaive.CM_CD8.
92,MAIT.
93,Tnaive.CM_CD8.
94,Tnaive.CM_CD4.
95,Tfh.
96,Tnaive.CM_CD4.
97,Tnaive.CM_CD8.
98,Tnaive.CM_CD8.
99,Trm.em_CD8.
100,Tregs.
101,Cycling.T.NK.
102,Tregs.
103,Tnaive.CM_CD4.
104,Tnaive.CM_CD4.
105,Tfh.
106,Tem.emra_CD8.
107,MAIT.
108,Teffector.EM_CD4.
109,Tem.emra_CD8.
110,Tnaive.CM_CD4.
111,Tnaive.CM_CD8.
112,Tnaive.CM_CD8.
113,Tregs.
114,Trm_Th1.Th17.
115,Tnaive.CM_CD8.
116,Teffector.EM_CD4.
117,Trm_gut_CD8.
118,Trm.em_CD8.
119,Tnaive.CM_CD8.
120,Tnaive.CM_CD4.
121,Tnaive.CM_CD4.
122,Tfh.
123,Tregs.
124,Tem.emra_CD8.
125,Trm.em_CD8.
126,Tfh.
127,Trm_Th1.Th17.
128,Tregs.
129,Tem.emra_CD8.
130,Teffector.EM_CD4.
131,Tregs.
132,Tnaive.CM_CD8.
133,Tnaive.CM_CD4.
134,Tnaive.CM_CD4.
135,Tfh.
136,Tnaive.CM_CD4.
137,Teffector.EM_CD4.
138,Trm_Th1.Th17.
139,Tfh.
140,Tregs.
141,Tnaive.CM_CD8.
142,Tnaive.CM_CD4.
143,Teffector.EM_CD4.
144,Tfh.
145,Tem.emra_CD8.
146,Tnaive.CM_CD4.
147,Tgd_CRTAM..
148,Tregs.
149,Tfh.
150,Trm_Th1.Th17.
151,Tfh.
152,Tnaive.CM_CD8.
153,Tnaive.CM_CD4.
154,Tnaive.CM_CD4.
155,Teffector.EM_CD4.
156,Tnaive.CM_CD8.
157,Tnaive.CM_CD8.
158,Tem.emra_CD8.
159,Teffector.EM_CD4.
160,Tfh.
161,Tfh.
162,Tregs.
163,Tnaive.CM_CD8.
164,Trm_gut_CD8.
165,Tnaive.CM_CD8.
166,Tfh.
167,Trm_Th1.Th17.
168,Tnaive.CM_CD4.
169,Tregs.
170,Tregs.
171,Tnaive.CM_CD8.
172,Tgd_CRTAM..
173,Tnaive.CM_CD8.
174,Tnaive.CM_CD4.
175,Trm_gut_CD8.
176,Tgd_CRTAM..
177,Tgd_CRTAM..
178,Tregs.
179,Teffector.EM_CD4.
180,Trm.em_CD8.
181,Tfh.
182,Teffector.EM_CD4.
183,Tnaive.CM_CD4.
184,MAIT.
185,Tfh.
186,Tnaive.CM_CD4.
187,Tnaive.CM_CD4.
188,Trm_gut_CD8.
189,Tnaive.CM_CD4.
190,Tnaive.CM_CD4.
191,Trm.em_CD8.
192,Tregs.
193,Tem.emra_CD8.
194,Tnaive.CM_CD8.
195,Tfh.
196,Tnaive.CM_CD8.
197,Tnaive.CM_CD4.
198,Trm_gut_CD8.
199,Trm.em_CD8.
200,Tnaive.CM_CD4.
201,Tnaive.CM_CD8.
202,Tgd_CRTAM..
203,Trm_gut_CD8.
204,Tnaive.CM_CD4.
205,Tnaive.CM_CD8.
206,Tgd_CRTAM..
207,Tfh.
208,Tnaive.CM_CD8.
209,Trm.em_CD8.
210,Tfh.
211,Trm.em_CD8.
212,Tnaive.CM_CD4.
213,Tregs.
214,Tnaive.CM_CD4.
215,Trm_Th1.Th17.
216,Tgd_CRTAM..
217,Tfh.
218,Tem.emra_CD8.
219,Tnaive.CM_CD4.
220,Tnaive.CM_CD8.
221,Tregs.
222,Tfh.
223,Trm.em_CD8.
224,Tnaive.CM_CD4.
225,Tfh.
226,Tnaive.CM_CD4.
227,Tem.emra_CD8.
228,Trm_gut_CD8.
229,Trm_Th1.Th17.
230,MAIT.
231,Tfh.
232,Trm_gut_CD8.
233,Tnaive.CM_CD4.
234,Trm_Th1.Th17.
235,Trm_Th1.Th17.
236,Tnaive.CM_CD4.
237,Tnaive.CM_CD4.
238,Tfh.
239,Trm_Th1.Th17.
240,Trm_gut_CD8.
241,Tnaive.CM_CD8.
242,Tnaive.CM_CD4.
243,Tnaive.CM_CD8.
244,MAIT.
245,Tfh.
246,Tnaive.CM_CD8.
247,Tnaive.CM_CD4.
248,Tregs.
249,Tnaive.CM_CD4.
250,Tnaive.CM_CD4.
251,Tfh.
252,Tnaive.CM_CD8.
253,Trm_Th1.Th17.
254,Teffector.EM_CD4.
255,Tnaive.CM_CD4.
256,Tgd_CRTAM..
257,Tnaive.CM_CD8.
258,Trm_Th1.Th17.
259,Tgd_CRTAM..
260,Teffector.EM_CD4.
261,MAIT.
262,Tfh.
263,Tnaive.CM_CD4.
264,Trm_Th1.Th17.
265,Tgd_CRTAM..
266,Tgd_CRTAM..
267,Tfh.
268,Teffector.EM_CD4.
269,Tfh.
270,Tnaive.CM_CD8.
271,Tregs.
272,Tnaive.CM_CD4.
273,Tnaive.CM_CD4.
274,Teffector.EM_CD4.
275,Tregs.
276,Tnaive.CM_CD8.
277,Tem.emra_CD8.
278,Tgd_CRTAM..
279,Teffector.EM_CD4.
280,Tnaive.CM_CD8.
281,Tnaive.CM_CD4.
282,Tregs.
283,Tnaive.CM_CD4.
284,Tnaive.CM_CD4.
285,Tregs.
286,MAIT.
287,Teffector.EM_CD4.
288,Tnaive.CM_CD4.
289,Tem.emra_CD8.
290,MAIT.
291,Tnaive.CM_CD4.
292,Tnaive.CM_CD4.
293,Tfh.
294,Tnaive.CM_CD4.
295,Tnaive.CM_CD8.
296,Trm.em_CD8.
297,Teffector.EM_CD4.
298,Teffector.EM_CD4.
299,Tem.emra_CD8.
300,Tnaive.CM_CD8.
301,Trm_Th1.Th17.
302,Tregs.
303,Trm_Th1.Th17.
304,Trm_Th1.Th17.
305,Trm_gut_CD8.
306,MAIT.
307,Tnaive.CM_CD4.
308,Tnaive.CM_CD4.
309,Tfh.
310,Tnaive.CM_CD4.
311,Tnaive.CM_CD8.
312,Tnaive.CM_CD8.
313,Tem.emra_CD8.
314,Tnaive.CM_CD4.
315,Trm.em_CD8.
316,MAIT.
317,Tem.emra_CD8.
318,Tnaive.CM_CD4.
319,Tgd_CRTAM..
320,Tfh.
321,Tnaive.CM_CD4.
322,Tnaive.CM_CD4.
323,Tgd_CRTAM..
324,Tnaive.CM_CD4.
325,Tfh.
326,Tnaive.CM_CD4.
327,Tfh.
328,Tnaive.CM_CD8.
329,Tgd_CRTAM..
330,Tem.emra_CD8.
331,Tnaive.CM_CD8.
332,Tfh.
333,Tnaive.CM_CD4.
334,Tfh.
335,Tnaive.CM_CD4.
336,Tnaive.CM_CD4.
337,MAIT.
338,T_CD4.CD8.
339,Teffector.EM_CD4.
340,Tnaive.CM_CD4.
341,Tfh.
342,Tnaive.CM_CD8.
343,Teffector.EM_CD4.
344,Teffector.EM_CD4.
345,Tfh.
346,Tnaive.CM_CD8.
347,Tfh.
348,Teffector.EM_CD4.
349,Tfh.
350,Tnaive.CM_CD8.
351,Trm_gut_CD8.
352,Tnaive.CM_CD4.
353,Tnaive.CM_CD4.
354,Tregs.
355,Teffector.EM_CD4.
356,Trm_Th1.Th17.
357,Tfh.
358,Tnaive.CM_CD8.
359,Tnaive.CM_CD4.
360,Trm.em_CD8.
361,Trm_gut_CD8.
362,Tnaive.CM_CD8.
363,Teffector.EM_CD4.
364,Tnaive.CM_CD4.
365,Tnaive.CM_CD4.
366,Tfh.
367,Tnaive.CM_CD4.
368,Teffector.EM_CD4.
369,Tnaive.CM_CD4.
370,Teffector.EM_CD4.
371,Tregs.
372,Tem.emra_CD8.
373,Tnaive.CM_CD4.
374,Teffector.EM_CD4.
375,Tnaive.CM_CD4.
376,Tregs.
377,Tem.emra_CD8.
378,Tnaive.CM_CD4.
379,MAIT.
380,Tfh.
381,Tregs.
382,Trm_gut_CD8.
383,Tgd_CRTAM..
384,Tregs.
385,Tfh.
386,Trm.em_CD8.
387,Tfh.
388,Trm_Th1.Th17.
389,Tnaive.CM_CD4.
390,Trm_gut_CD8.
391,Tnaive.CM_CD4.
392,Tfh.
393,Tnaive.CM_CD8.
394,Tfh.
395,Teffector.EM_CD4.
396,Tnaive.CM_CD4.
397,Tnaive.CM_CD4.
398,Tfh.
399,Teffector.EM_CD4.
400,Tnaive.CM_CD4.
401,Tem.emra_CD8.
402,Tfh.
403,Tfh.
404,Tnaive.CM_CD8.
405,Tnaive.CM_CD4.
406,Trm_Th1.Th17.
407,Trm.em_CD8.
408,Tnaive.CM_CD4.
409,Tnaive.CM_CD4.
410,Tgd_CRTAM..
411,Teffector.EM_CD4.
412,Tnaive.CM_CD8.
413,Tnaive.CM_CD4.
414,Teffector.EM_CD4.
415,Tnaive.CM_CD8.
416,Tnaive.CM_CD4.
417,Tregs.
418,Teffector.EM_CD4.
419,Tnaive.CM_CD4.
420,Tem.emra_CD8.
421,Tnaive.CM_CD8.
422,Trm_gut_CD8.
423,Trm_Th1.Th17.
424,Tnaive.CM_CD8.
425,Tfh.
426,Tem.emra_CD8.
427,Trm.em_CD8.
428,Tfh.
429,Tfh.
430,Tem.emra_CD8.
431,Tnaive.CM_CD8.
432,Tregs.
433,Tregs.
434,Tfh.
435,Tnaive.CM_CD4.
436,Trm_gut_CD8.
437,Tregs.
438,Tregs.
439,Tnaive.CM_CD8.
440,Tregs.
441,Tnaive.CM_CD4.
442,Trm.em_CD8.
443,Tfh.
444,Tem.emra_CD8.
445,MAIT.
446,Trm.em_CD8.
447,Trm.em_CD8.
448,Tnaive.CM_CD4.
449,Tnaive.CM_CD8.
450,Tnaive.CM_CD8.
451,Tnaive.CM_CD4.
452,Trm_Th1.Th17.
453,Tnaive.CM_CD4.
454,Tnaive.CM_CD4.
455,Tfh.
456,Tfh.
457,Tregs.
458,Tregs.
459,Trm_gut_CD8.
460,Trm_Th1.Th17.
461,Trm_Th1.Th17.
462,Trm_Th1.Th17.
463,Teffector.EM_CD4.
464,Tregs.
465,Tnaive.CM_CD8.
466,Tnaive.CM_CD8.
467,Tnaive.CM_CD8.
468,Tfh.
469,Tnaive.CM_CD4.
470,Tregs.
471,MAIT.
472,Tnaive.CM_CD4.
473,Tnaive.CM_CD4.
474,Tnaive.CM_CD4.
475,Tfh.
476,MAIT.
477,Tfh.
478,Tnaive.CM_CD4.
479,Teffector.EM_CD4.
480,Tregs.
481,Tnaive.CM_CD4.
482,Tregs.
483,Tnaive.CM_CD4.
484,Tem.emra_CD8.
485,Teffector.EM_CD4.
486,Tfh.
487,Tnaive.CM_CD8.
488,Tnaive.CM_CD4.
489,Teffector.EM_CD4.
490,Tfh.
491,Trm_Th1.Th17.
492,Tem.emra_CD8.
493,Tnaive.CM_CD8.
494,Tfh.
495,MAIT.
496,Tnaive.CM_CD8.
497,Trm_Th1.Th17.
498,Tnaive.CM_CD4.
499,Tnaive.CM_CD8.
500,MAIT.
501,Tregs.
502,Trm_Th1.Th17.
503,Tnaive.CM_CD4.
504,Tfh.
505,Tnaive.CM_CD4.
506,Tnaive.CM_CD8.
507,Tregs.
508,Tfh.
509,Trm_Th1.Th17.
510,T_CD4.CD8.
511,Trm_Th1.Th17.
512,Tnaive.CM_CD8.
513,Tregs.
514,Trm.em_CD8.
515,Tnaive.CM_CD4.
516,Tnaive.CM_CD8.
517,Tnaive.CM_CD8.
518,Tregs.
519,Tnaive.CM_CD4.
520,T_CD4.CD8.
521,Tgd_CRTAM..
522,Tregs.
523,Tnaive.CM_CD4.
524,Teffector.EM_CD4.
525,Tfh.
526,Tnaive.CM_CD4.
527,Tnaive.CM_CD4.
528,Tnaive.CM_CD4.
529,Tnaive.CM_CD4.
530,Tfh.
531,Teffector.EM_CD4.
532,Trm_Th1.Th17.
533,Tnaive.CM_CD8.
534,Tnaive.CM_CD4.
535,Tem.emra_CD8.
536,Tem.emra_CD8.
537,Tregs.
538,Tnaive.CM_CD8.
539,Tem.emra_CD8.
540,Tregs.
541,Trm_Th1.Th17.
542,Trm.em_CD8.
543,Teffector.EM_CD4.
544,Trm_gut_CD8.
545,Tnaive.CM_CD4.
546,Tgd_CRTAM..
547,Tnaive.CM_CD8.
548,Tfh.
549,T_CD4.CD8.
550,Tnaive.CM_CD8.
551,Tnaive.CM_CD8.
552,Tnaive.CM_CD4.
553,Tfh.
554,Tnaive.CM_CD8.
555,Tgd_CRTAM..
556,Tregs.
557,Tfh.
558,Teffector.EM_CD4.
559,Tem.emra_CD8.
560,Tnaive.CM_CD4.
561,Tnaive.CM_CD4.
562,Trm_Th1.Th17.
563,Tnaive.CM_CD8.
564,Tem.emra_CD8.
565,Tem.emra_CD8.
566,Tnaive.CM_CD4.
567,Tem.emra_CD8.
568,Tem.emra_CD8.
569,Tnaive.CM_CD4.
570,Trm_gut_CD8.
571,Tregs.
572,Teffector.EM_CD4.
573,Teffector.EM_CD4.
574,Tregs.
575,Tnaive.CM_CD8.
576,Tnaive.CM_CD4.
577,Teffector.EM_CD4.
578,Tem.emra_CD8.
579,Tfh.
580,Tregs.
581,Tnaive.CM_CD8.
582,Tnaive.CM_CD4.
583,Tregs.
584,Tnaive.CM_CD4.
585,Trm_Th1.Th17.
586,Tnaive.CM_CD4.
587,Tnaive.CM_CD4.
588,Tem.emra_CD8.
589,MAIT.
590,Trm_Th1.Th17.
591,Trm_Th1.Th17.
592,Trm.em_CD8.
593,Tfh.
594,Tem.emra_CD8.
595,Tfh.
596,Tregs.
597,Tnaive.CM_CD8.
598,Tnaive.CM_CD8.
599,Tnaive.CM_CD8.
600,Trm.em_CD8.
601,Tnaive.CM_CD8.
602,MAIT.
603,Tnaive.CM_CD8.
604,Tgd_CRTAM..
605,Tem.emra_CD8.
606,Trm.em_CD8.
607,Tem.emra_CD8.
608,Tfh.
609,Tnaive.CM_CD4.
610,Trm_gut_CD8.
611,Tnaive.CM_CD4.
612,Tnaive.CM_CD8.
613,Tnaive.CM_CD4.
614,Tnaive.CM_CD8.
615,Tfh.
616,Tregs.
617,Tfh.
618,Tnaive.CM_CD4.
619,Tfh.
620,MAIT.
621,Tgd_CRTAM..
622,Tnaive.CM_CD4.
623,Tregs.
624,Tnaive.CM_CD8.
625,Tfh.
626,Tnaive.CM_CD8.
627,Trm_Th1.Th17.
628,Tregs.
629,Tgd_CRTAM..
630,Tnaive.CM_CD8.
631,Teffector.EM_CD4.
632,Tnaive.CM_CD4.
633,Tnaive.CM_CD4.
634,Tnaive.CM_CD4.
635,Tfh.
636,Tnaive.CM_CD4.
637,Trm_gut_CD8.
638,Tnaive.CM_CD4.
639,Teffector.EM_CD4.
640,Trm_Th1.Th17.
641,Tregs.
642,Trm.em_CD8.
643,Tfh.
644,Tgd_CRTAM..
645,Tnaive.CM_CD4.
646,Tnaive.CM_CD8.
647,Tfh.
648,Tnaive.CM_CD8.
649,Tfh.
650,Tnaive.CM_CD4.
651,Tregs.
652,Trm.em_CD8.
