cell_id,cell_type
1,Trm_gut_CD8.
2,Trm_Th1.Th17.
3,Tnaive.CM_CD8.
4,Tnaive.CM_CD4.
5,Tgd_CRTAM..
6,Tnaive.CM_CD4.
7,Tnaive.CM_CD8.
8,Tfh.
9,Tregs.
10,Tnaive.CM_CD4.
11,Tnaive.CM_CD8.
12,T_CD4.CD8.
13,Trm_gut_CD8.
14,Tem.emra_CD8.
15,Tem.emra_CD8.
16,MAIT.
17,Tnaive.CM_CD8.
18,Tnaive.CM_CD8.
19,Tnaive.CM_CD4.
20,Trm.em_CD8.
21,Trm_Th1.Th17.
22,Tem.emra_CD8.
23,Tnaive.CM_CD8.
24,Tnaive.CM_CD4.
25,Tfh.
26,Tnaive.CM_CD4.
27,Tfh.
28,Tnaive.CM_CD4.
29,Tfh.
30,Tfh.
31,Tnaive.CM_CD4.
32,Tem.emra_CD8.
33,Trm_Th1.Th17.
34,Trm_gut_CD8.
35,Tfh.
36,Teffector.EM_CD4.
37,Tnaive.CM_CD8.
38,Tnaive.CM_CD8.
39,Tnaive.CM_CD8.
40,Trm_Th1.Th17.
41,Tnaive.CM_CD8.
42,MAIT.
43,MAIT.
44,Tregs.
45,Tnaive.CM_CD8.
46,Trm_Th1.Th17.
47,Tnaive.CM_CD4.
48,Tnaive.CM_CD8.
49,Tfh.
50,Tfh.
51,Trm_Th1.Th17.
52,Tnaive.CM_CD4.
53,Tnaive.CM_CD4.
54,Tnaive.CM_CD4.
55,Trm_gut_CD8.
56,Tnaive.CM_CD4.
57,Tregs.
58,Tem.emra_CD8.
59,Trm_Th1.Th17.
60,Trm_Th1.Th17.
61,Cycling.T.NK.
62,Trm_Th1.Th17.
63,Tregs.
64,Trm_Th1.Th17.
65,Trm_Th1.Th17.
66,Tfh.
67,Tnaive.CM_CD8.
68,Tem.emra_CD8.
69,Tem.emra_CD8.
70,Tem.emra_CD8.
71,Trm_Th1.Th17.
72,Trm.em_CD8.
73,Tnaive.CM_CD8.
74,Tnaive.CM_CD8.
75,Tnaive.CM_CD4.
76,Trm_Th1.Th17.
77,Tem.emra_CD8.
78,Tfh.
79,Tnaive.CM_CD4.
80,Tnaive.CM_CD4.
81,Tnaive.CM_CD4.
82,Tnaive.CM_CD4.
83,Tfh.
84,Trm_Th1.Th17.
85,Tnaive.CM_CD4.
86,Trm_Th1.Th17.
87,Tfh.
88,Tfh.
89,Tnaive.CM_CD8.
90,Tfh.
91,Tnaive.CM_CD8.
92,Tfh.
93,Tem.emra_CD8.
94,Tnaive.CM_CD4.
95,Teffector.EM_CD4.
96,Cycling.T.NK.
97,Trm_Th1.Th17.
98,Tnaive.CM_CD4.
99,Tnaive.CM_CD8.
100,Tfh.
101,Teffector.EM_CD4.
102,Tem.emra_CD8.
103,Tnaive.CM_CD4.
104,Tnaive.CM_CD4.
105,Trm_Th1.Th17.
106,Tem.emra_CD8.
107,Tnaive.CM_CD4.
108,Tfh.
109,Tregs.
110,Tnaive.CM_CD8.
111,Trm_gut_CD8.
112,Tem.emra_CD8.
113,Tregs.
114,Tnaive.CM_CD8.
115,Tnaive.CM_CD8.
116,Tem.emra_CD8.
117,Teffector.EM_CD4.
118,Tfh.
119,Tnaive.CM_CD8.
120,Tregs.
121,Tregs.
122,Tnaive.CM_CD4.
123,MAIT.
124,Trm_Th1.Th17.
125,Tnaive.CM_CD8.
126,Tnaive.CM_CD4.
127,Cycling.T.NK.
128,Tem.emra_CD8.
129,Tgd_CRTAM..
130,Tnaive.CM_CD8.
131,Tnaive.CM_CD4.
132,Tnaive.CM_CD4.
133,Tnaive.CM_CD8.
134,Trm_Th1.Th17.
135,Tem.emra_CD8.
136,Trm_Th1.Th17.
137,Tfh.
138,Tnaive.CM_CD8.
139,Tregs.
140,Tfh.
141,Trm_Th1.Th17.
142,Tnaive.CM_CD4.
143,Tem.emra_CD8.
144,Tnaive.CM_CD4.
145,Tnaive.CM_CD4.
146,Tnaive.CM_CD4.
147,Trm_Th1.Th17.
148,MAIT.
149,Tnaive.CM_CD4.
150,Tnaive.CM_CD8.
151,Tfh.
152,Tnaive.CM_CD8.
153,Tnaive.CM_CD4.
154,Tnaive.CM_CD4.
155,Tregs.
156,Tnaive.CM_CD8.
157,Tnaive.CM_CD8.
158,Tnaive.CM_CD4.
159,Tregs.
160,Trm_Th1.Th17.
161,Tnaive.CM_CD8.
162,Tem.emra_CD8.
163,Trm_Th1.Th17.
164,Teffector.EM_CD4.
165,Trm_gut_CD8.
166,Tnaive.CM_CD4.
167,Tregs.
168,Tregs.
169,Trm_Th1.Th17.
170,Tnaive.CM_CD4.
171,Trm_Th1.Th17.
172,Tem.emra_CD8.
173,Tnaive.CM_CD8.
174,MAIT.
175,Tfh.
176,Tnaive.CM_CD4.
177,Tnaive.CM_CD8.
178,Tnaive.CM_CD8.
179,Tem.emra_CD8.
180,Tnaive.CM_CD8.
181,Tregs.
182,Tregs.
183,Tnaive.CM_CD4.
184,Trm_Th1.Th17.
185,Tfh.
186,Tregs.
187,Tem.emra_CD8.
188,Tnaive.CM_CD4.
189,Tnaive.CM_CD4.
190,Tregs.
191,Tem.emra_CD8.
192,Trm_Th1.Th17.
193,Tnaive.CM_CD4.
194,Tfh.
195,Tnaive.CM_CD8.
196,Tnaive.CM_CD4.
197,Tnaive.CM_CD8.
198,Trm_Th1.Th17.
199,Tnaive.CM_CD4.
200,Tnaive.CM_CD4.
201,Trm_Th1.Th17.
202,Trm_Th1.Th17.
203,Cycling.T.NK.
204,Tgd_CRTAM..
205,Tfh.
206,Tnaive.CM_CD4.
207,Tregs.
208,Tem.emra_CD8.
209,Teffector.EM_CD4.
210,Tnaive.CM_CD8.
211,Trm_Th1.Th17.
212,Tnaive.CM_CD8.
213,Tnaive.CM_CD8.
214,Tregs.
215,Tfh.
216,Tnaive.CM_CD4.
217,Tregs.
218,Tnaive.CM_CD8.
219,Trm_Th1.Th17.
220,Tregs.
221,Tnaive.CM_CD4.
222,Tregs.
223,Tnaive.CM_CD4.
224,Teffector.EM_CD4.
225,Tnaive.CM_CD4.
226,Teffector.EM_CD4.
227,Tfh.
228,Tnaive.CM_CD4.
229,Tnaive.CM_CD4.
230,Tnaive.CM_CD4.
231,Teffector.EM_CD4.
232,Tnaive.CM_CD8.
233,Tem.emra_CD8.
234,Trm_Th1.Th17.
235,Trm_Th1.Th17.
236,Tem.emra_CD8.
237,Tfh.
238,Trm_Th1.Th17.
239,Tnaive.CM_CD4.
240,Tgd_CRTAM..
241,Tregs.
242,Tregs.
243,Tfh.
244,Tnaive.CM_CD8.
245,Trm_Th1.Th17.
246,Trm_Th1.Th17.
247,MAIT.
248,Tnaive.CM_CD8.
249,Trm_Th1.Th17.
250,Tregs.
251,Tnaive.CM_CD8.
252,Tnaive.CM_CD8.
253,Tem.emra_CD8.
254,Tregs.
255,Teffector.EM_CD4.
256,Tregs.
257,Tnaive.CM_CD8.
258,Trm_Th1.Th17.
259,Tnaive.CM_CD8.
260,Tem.emra_CD8.
261,Trm_Th1.Th17.
262,Trm_Th1.Th17.
263,Tnaive.CM_CD4.
264,Trm_Th1.Th17.
265,Tfh.
266,Teffector.EM_CD4.
267,Trm_gut_CD8.
268,Tem.emra_CD8.
269,Tnaive.CM_CD4.
270,Tnaive.CM_CD4.
271,Tnaive.CM_CD4.
272,Tregs.
273,Tnaive.CM_CD4.
274,Tnaive.CM_CD8.
275,Tnaive.CM_CD8.
