cell_id,cell_type
1,Tgd_CRTAM..
2,Tregs.
3,Tnaive.CM_CD4.
4,Tfh.
5,Tnaive.CM_CD8.
6,Tnaive.CM_CD4.
7,Tregs.
8,Tfh.
9,Tnaive.CM_CD4.
10,Trm_Th1.Th17.
11,Teffector.EM_CD4.
12,Trm_Th1.Th17.
13,Tregs.
14,Tnaive.CM_CD8.
15,Tnaive.CM_CD8.
16,Tnaive.CM_CD4.
17,Tnaive.CM_CD4.
18,Trm_Th1.Th17.
19,Tem.emra_CD8.
20,Tnaive.CM_CD4.
21,Tregs.
22,Tnaive.CM_CD4.
23,Tem.emra_CD8.
24,Trm_Th1.Th17.
25,Tem.emra_CD8.
26,Tnaive.CM_CD8.
27,Tnaive.CM_CD4.
28,Trm_Th1.Th17.
29,Tregs.
30,Tregs.
31,Tnaive.CM_CD8.
32,Teffector.EM_CD4.
33,Tnaive.CM_CD8.
34,Trm.em_CD8.
35,Tfh.
36,Trm_Th1.Th17.
37,Tfh.
38,Teffector.EM_CD4.
39,Tregs.
40,Trm_Th1.Th17.
41,Tnaive.CM_CD8.
42,Tnaive.CM_CD8.
43,Trm_Th1.Th17.
44,Teffector.EM_CD4.
45,Tnaive.CM_CD8.
46,Teffector.EM_CD4.
47,Tnaive.CM_CD8.
48,Tfh.
49,Trm_Th1.Th17.
50,Trm_Th1.Th17.
51,Trm_Th1.Th17.
52,Tnaive.CM_CD4.
53,Tnaive.CM_CD8.
54,Tnaive.CM_CD4.
55,Tnaive.CM_CD4.
56,Tnaive.CM_CD8.
57,Tregs.
58,Tnaive.CM_CD4.
59,Tfh.
60,Tem.emra_CD8.
61,Teffector.EM_CD4.
62,Tregs.
63,Tem.emra_CD8.
64,Trm_Th1.Th17.
65,Tnaive.CM_CD4.
66,Tnaive.CM_CD8.
67,Tem.emra_CD8.
68,Trm_Th1.Th17.
69,Tnaive.CM_CD4.
70,Tnaive.CM_CD4.
71,Teffector.EM_CD4.
72,Trm_gut_CD8.
73,Tnaive.CM_CD8.
74,Trm_Th1.Th17.
75,Tnaive.CM_CD8.
76,Trm_gut_CD8.
77,Tfh.
78,Tnaive.CM_CD8.
79,Trm_Th1.Th17.
80,Tem.emra_CD8.
81,Teffector.EM_CD4.
82,Tnaive.CM_CD4.
83,Trm_Th1.Th17.
84,Tregs.
85,Tregs.
86,Tnaive.CM_CD4.
87,Tgd_CRTAM..
88,Tnaive.CM_CD4.
89,Trm_Th1.Th17.
90,Tnaive.CM_CD8.
91,Tfh.
92,Trm_Th1.Th17.
93,Tem.emra_CD8.
94,Tnaive.CM_CD8.
95,Tnaive.CM_CD4.
96,Tnaive.CM_CD4.
97,Teffector.EM_CD4.
98,Tnaive.CM_CD8.
99,Tnaive.CM_CD4.
100,Tem.emra_CD8.
101,Tnaive.CM_CD4.
102,Tem.emra_CD8.
103,Tnaive.CM_CD8.
104,Tnaive.CM_CD4.
105,Tregs.
106,Tregs.
107,Tregs.
108,Tnaive.CM_CD8.
109,Trm_Th1.Th17.
110,Tnaive.CM_CD4.
111,Tregs.
112,Tgd_CRTAM..
113,Tregs.
114,Tnaive.CM_CD8.
115,Trm_Th1.Th17.
116,Tnaive.CM_CD4.
117,Tregs.
118,Tfh.
119,Trm_Th1.Th17.
120,Trm_Th1.Th17.
121,Trm_Th1.Th17.
122,Tregs.
123,Tnaive.CM_CD4.
124,Tnaive.CM_CD8.
125,Tnaive.CM_CD4.
126,Tnaive.CM_CD8.
127,Trm_Th1.Th17.
128,Trm_Th1.Th17.
129,Tem.emra_CD8.
130,Trm_Th1.Th17.
131,Trm_Th1.Th17.
132,Tnaive.CM_CD8.
133,Tnaive.CM_CD8.
134,T_CD4.CD8.
135,Tnaive.CM_CD4.
136,Tnaive.CM_CD4.
137,Tem.emra_CD8.
138,Tnaive.CM_CD4.
139,Tnaive.CM_CD8.
140,Tnaive.CM_CD4.
141,Tem.emra_CD8.
142,Teffector.EM_CD4.
143,Tnaive.CM_CD4.
144,Tregs.
145,Trm_Th1.Th17.
146,Tnaive.CM_CD4.
147,Tnaive.CM_CD4.
148,Tem.emra_CD8.
149,Tnaive.CM_CD8.
150,Tnaive.CM_CD8.
151,Tnaive.CM_CD8.
152,Tgd_CRTAM..
153,Tfh.
154,Tnaive.CM_CD4.
155,Tnaive.CM_CD8.
156,Tfh.
157,Teffector.EM_CD4.
158,Tnaive.CM_CD8.
159,Trm_Th1.Th17.
160,Tnaive.CM_CD4.
161,Tfh.
162,Tfh.
163,Tnaive.CM_CD4.
164,Tnaive.CM_CD4.
